,Trip Id,Trip_Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,NumOfTrips,Start Time (minutes),End Time (minutes),Start Time (per 30min),End Time (per 30min)
663,18055925,8.316666666666666,7657,2022-08-21 15:24:00,1 Market St - SMART,7406.0,2022-08-21 15:33:00,Victoria St / Queen St E,4977,Annual Member,14,924,933,30.0,31.0
132,17528354,7.566666666666666,7066,2022-08-01 15:25:00,Willcocks St / St. George St,7044.0,2022-08-01 15:33:00,Church St / Alexander St,6697,Casual Member,7,925,933,30.0,31.0
131,17528353,7.483333333333333,7066,2022-08-01 15:25:00,Willcocks St / St. George St,7044.0,2022-08-01 15:32:00,Church St / Alexander St,6834,Annual Member,7,925,932,30.0,31.0
113,17528352,25.183333333333334,7269,2022-08-01 15:25:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-01 15:50:00,Union Station,3711,Casual Member,18,925,950,30.0,31.0
666,17600450,7.233333333333333,7647,2022-08-04 15:27:00,Elm St/ University Ave (East Side),7044.0,2022-08-04 15:34:00,Church St / Alexander St,1086,Annual Member,3,927,934,30.0,31.0
585,18145720,10.566666666666666,7389,2022-08-25 15:10:00,College Park- Gerrard Entrance,7033.0,2022-08-25 15:20:00,Union Station,5283,Casual Member,31,910,920,30.0,30.0
331,17576558,7.766666666666667,7066,2022-08-03 15:09:00,Willcocks St / St. George St,7389.0,2022-08-03 15:17:00,College Park- Gerrard Entrance,2621,Annual Member,18,909,917,30.0,30.0
747,17919264,5.933333333333334,7406,2022-08-16 15:33:00,Victoria St / Queen St E,7009.0,2022-08-16 15:39:00,King St E / Jarvis St,2393,Annual Member,17,933,939,31.0,31.0
520,17893804,6.116666666666666,7406,2022-08-15 15:38:00,Victoria St / Queen St E,7044.0,2022-08-15 15:44:00,Church St / Alexander St,1438,Casual Member,31,938,944,31.0,31.0
741,17653190,4.383333333333333,7406,2022-08-06 15:30:00,Victoria St / Queen St E,7009.0,2022-08-06 15:35:00,King St E / Jarvis St,2708,Annual Member,17,930,935,31.0,31.0
821,17752108,12.983333333333333,7408,2022-08-10 15:31:00,University Ave / Armoury St,7269.0,2022-08-10 15:44:00,Toronto Eaton Centre (Yonge St),4759,Annual Member,2,931,944,31.0,31.0
440,18146216,10.95,7033,2022-08-25 15:32:00,Union Station,7009.0,2022-08-25 15:43:00,King St E / Jarvis St,3881,Casual Member,52,932,943,31.0,31.0
381,17806541,12.316666666666666,7647,2022-08-12 15:33:00,Elm St/ University Ave (East Side),7033.0,2022-08-12 15:46:00,Union Station,5165,Casual Member,26,933,946,31.0,31.0
441,18146228,10.033333333333333,7033,2022-08-25 15:33:00,Union Station,7009.0,2022-08-25 15:43:00,King St E / Jarvis St,4204,Casual Member,52,933,943,31.0,31.0
869,18093643,12.45,7269,2022-08-23 15:37:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-23 15:50:00,1 Market St - SMART,4587,Casual Member,8,937,950,31.0,31.0
169,17999430,2.55,7269,2022-08-19 15:33:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-19 15:35:00,Victoria St / Queen St E,4761,Annual Member,18,933,935,31.0,31.0
887,17868058,8.4,7066,2022-08-14 15:34:00,Willcocks St / St. George St,7647.0,2022-08-14 15:43:00,Elm St/ University Ave (East Side),5757,Annual Member,1,934,943,31.0,31.0
587,18170978,9.333333333333334,7389,2022-08-26 15:34:00,College Park- Gerrard Entrance,7033.0,2022-08-26 15:43:00,Union Station,3501,Annual Member,31,934,943,31.0,31.0
844,18146457,7.35,7009,2022-08-25 15:43:00,King St E / Jarvis St,7033.0,2022-08-25 15:50:00,Union Station,4411,Casual Member,32,943,950,31.0,31.0
843,18146297,15.15,7009,2022-08-25 15:36:00,King St E / Jarvis St,7033.0,2022-08-25 15:51:00,Union Station,2025,Casual Member,32,936,951,31.0,31.0
116,17704312,10.3,7269,2022-08-08 15:39:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-08 15:49:00,Union Station,4980,Casual Member,18,939,949,31.0,31.0
865,17779821,7.25,7269,2022-08-11 15:33:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-11 15:41:00,1 Market St - SMART,7141,Annual Member,8,933,941,31.0,31.0
716,17725540,5.766666666666667,7406,2022-08-09 15:37:00,Victoria St / Queen St E,7033.0,2022-08-09 15:43:00,Union Station,310,Annual Member,20,937,943,31.0,31.0
831,17946626,8.5,7009,2022-08-17 15:42:00,King St E / Jarvis St,7033.0,2022-08-17 15:50:00,Union Station,4520,Casual Member,32,942,950,31.0,31.0
722,17919513,7.216666666666667,7406,2022-08-16 15:43:00,Victoria St / Queen St E,7033.0,2022-08-16 15:50:00,Union Station,2726,Annual Member,20,943,950,31.0,31.0
852,18277150,6.416666666666667,7009,2022-08-30 15:40:00,King St E / Jarvis St,7033.0,2022-08-30 15:47:00,Union Station,4946,Casual Member,32,940,947,31.0,31.0
117,17704316,10.083333333333334,7269,2022-08-08 15:39:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-08 15:49:00,Union Station,3555,Casual Member,18,939,949,31.0,31.0
118,17704319,9.716666666666667,7269,2022-08-08 15:39:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-08 15:49:00,Union Station,3789,Casual Member,18,939,949,31.0,31.0
829,17919416,6.433333333333334,7009,2022-08-16 15:39:00,King St E / Jarvis St,7033.0,2022-08-16 15:45:00,Union Station,6396,Casual Member,32,939,945,31.0,31.0
762,18200901,5.216666666666667,7269,2022-08-27 15:40:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-27 15:46:00,King St E / Jarvis St,2395,Casual Member,7,940,946,31.0,31.0
824,17779990,12.25,7009,2022-08-11 15:40:00,King St E / Jarvis St,7033.0,2022-08-11 15:52:00,Union Station,4222,Casual Member,32,940,952,31.0,31.0
826,17893853,12.2,7009,2022-08-15 15:40:00,King St E / Jarvis St,7033.0,2022-08-15 15:52:00,Union Station,6961,Casual Member,32,940,952,31.0,31.0
163,17806813,1.7333333333333334,7269,2022-08-12 15:42:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-12 15:43:00,Victoria St / Queen St E,1320,Annual Member,18,942,943,31.0,31.0
832,17973401,10.833333333333334,7009,2022-08-18 15:41:00,King St E / Jarvis St,7033.0,2022-08-18 15:52:00,Union Station,5769,Casual Member,32,941,952,31.0,31.0
514,17623350,8.683333333333334,7406,2022-08-05 15:37:00,Victoria St / Queen St E,7044.0,2022-08-05 15:45:00,Church St / Alexander St,3658,Annual Member,31,937,945,31.0,31.0
851,18277131,7.433333333333334,7009,2022-08-30 15:39:00,King St E / Jarvis St,7033.0,2022-08-30 15:47:00,Union Station,580,Casual Member,32,939,947,31.0,31.0
373,17550726,6.116666666666666,7647,2022-08-02 15:42:00,Elm St/ University Ave (East Side),7033.0,2022-08-02 15:48:00,Union Station,90,Casual Member,26,942,948,31.0,31.0
73,17752360,5.683333333333334,7389,2022-08-10 15:42:00,College Park- Gerrard Entrance,7269.0,2022-08-10 15:48:00,Toronto Eaton Centre (Yonge St),2740,Annual Member,24,942,948,31.0,31.0
830,17946620,8.333333333333334,7009,2022-08-17 15:42:00,King St E / Jarvis St,7033.0,2022-08-17 15:50:00,Union Station,4433,Casual Member,32,942,950,31.0,31.0
519,17868370,7.716666666666667,7406,2022-08-14 15:42:00,Victoria St / Queen St E,7044.0,2022-08-14 15:49:00,Church St / Alexander St,5821,Annual Member,31,942,949,31.0,31.0
115,17704308,10.4,7269,2022-08-08 15:39:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-08 15:49:00,Union Station,2744,Casual Member,18,939,949,31.0,31.0
828,17919407,6.75,7009,2022-08-16 15:38:00,King St E / Jarvis St,7033.0,2022-08-16 15:45:00,Union Station,5568,Casual Member,32,938,945,31.0,31.0
819,17725496,16.666666666666668,7647,2022-08-09 15:35:00,Elm St/ University Ave (East Side),7009.0,2022-08-09 15:52:00,King St E / Jarvis St,5466,Casual Member,2,935,952,31.0,31.0
835,18074594,8.783333333333333,7009,2022-08-22 15:44:00,King St E / Jarvis St,7033.0,2022-08-22 15:52:00,Union Station,6112,Casual Member,32,944,952,31.0,31.0
899,17894041,23.9,7408,2022-08-15 15:47:00,University Ave / Armoury St,7044.0,2022-08-15 16:11:00,Church St / Alexander St,4891,Casual Member,1,947,971,31.0,32.0
592,18277279,8.333333333333334,7389,2022-08-30 15:46:00,College Park- Gerrard Entrance,7033.0,2022-08-30 15:55:00,Union Station,1761,Annual Member,31,946,955,31.0,31.0
834,18074589,7.6,7009,2022-08-22 15:43:00,King St E / Jarvis St,7033.0,2022-08-22 15:51:00,Union Station,628,Casual Member,32,943,951,31.0,31.0
842,18120688,7.8,7009,2022-08-24 15:44:00,King St E / Jarvis St,7033.0,2022-08-24 15:52:00,Union Station,417,Casual Member,32,944,952,31.0,31.0
346,18277226,9.433333333333334,7066,2022-08-30 15:43:00,Willcocks St / St. George St,7389.0,2022-08-30 15:53:00,College Park- Gerrard Entrance,7143,Casual Member,18,943,953,31.0,31.0
841,18120680,7.2,7009,2022-08-24 15:44:00,King St E / Jarvis St,7033.0,2022-08-24 15:51:00,Union Station,6969,Casual Member,32,944,951,31.0,31.0
848,18256842,11.6,7009,2022-08-29 15:44:00,King St E / Jarvis St,7033.0,2022-08-29 15:56:00,Union Station,2656,Casual Member,32,944,956,31.0,31.0
789,18201056,8.316666666666666,7033,2022-08-27 15:43:00,Union Station,7269.0,2022-08-27 15:51:00,Toronto Eaton Centre (Yonge St),2665,Annual Member,27,943,951,31.0,31.0
562,17946671,9.133333333333333,7408,2022-08-17 15:44:00,University Ave / Armoury St,7406.0,2022-08-17 15:53:00,Victoria St / Queen St E,4352,Casual Member,3,944,953,31.0,31.0
907,18277265,12.733333333333333,7066,2022-08-30 15:45:00,Willcocks St / St. George St,7408.0,2022-08-30 15:58:00,University Ave / Armoury St,2820,Casual Member,2,945,958,31.0,31.0
836,18074634,9.5,7009,2022-08-22 15:46:00,King St E / Jarvis St,7033.0,2022-08-22 15:55:00,Union Station,3303,Casual Member,32,946,955,31.0,31.0
854,18302775,5.383333333333333,7009,2022-08-31 15:46:00,King St E / Jarvis St,7033.0,2022-08-31 15:52:00,Union Station,5188,Casual Member,32,946,952,31.0,31.0
853,18302774,5.55,7009,2022-08-31 15:46:00,King St E / Jarvis St,7033.0,2022-08-31 15:52:00,Union Station,475,Casual Member,32,946,952,31.0,31.0
833,17973497,6.45,7009,2022-08-18 15:46:00,King St E / Jarvis St,7033.0,2022-08-18 15:52:00,Union Station,4840,Casual Member,32,946,952,31.0,31.0
114,17600671,6.55,7269,2022-08-04 15:45:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-04 15:52:00,Union Station,355,Annual Member,18,945,952,31.0,31.0
523,17946797,6.05,7406,2022-08-17 15:50:00,Victoria St / Queen St E,7044.0,2022-08-17 15:56:00,Church St / Alexander St,595,Casual Member,31,950,956,31.0,31.0
837,18093890,7.05,7009,2022-08-23 15:48:00,King St E / Jarvis St,7033.0,2022-08-23 15:55:00,Union Station,5882,Casual Member,32,948,955,31.0,31.0
823,17752387,11.6,7009,2022-08-10 15:44:00,King St E / Jarvis St,7033.0,2022-08-10 15:55:00,Union Station,3730,Casual Member,32,944,955,31.0,31.0
368,18094088,10.283333333333333,7033,2022-08-23 15:57:00,Union Station,7389.0,2022-08-23 16:07:00,College Park- Gerrard Entrance,5136,Casual Member,26,957,967,31.0,32.0
845,18146477,7.583333333333333,7009,2022-08-25 15:43:00,King St E / Jarvis St,7033.0,2022-08-25 15:51:00,Union Station,4648,Casual Member,32,943,951,31.0,31.0
849,18256922,7.133333333333333,7009,2022-08-29 15:48:00,King St E / Jarvis St,7033.0,2022-08-29 15:55:00,Union Station,1273,Casual Member,32,948,955,31.0,31.0
838,18093893,6.366666666666666,7009,2022-08-23 15:48:00,King St E / Jarvis St,7033.0,2022-08-23 15:55:00,Union Station,2794,Casual Member,32,948,955,31.0,31.0
636,18056706,9.966666666666667,7044,2022-08-21 15:48:00,Church St / Alexander St,7009.0,2022-08-21 15:58:00,King St E / Jarvis St,6009,Annual Member,10,948,958,31.0,31.0
850,18256948,6.216666666666667,7009,2022-08-29 15:49:00,King St E / Jarvis St,7033.0,2022-08-29 15:55:00,Union Station,1795,Casual Member,32,949,955,31.0,31.0
706,17838209,15.233333333333333,7033,2022-08-13 15:59:00,Union Station,7406.0,2022-08-13 16:15:00,Victoria St / Queen St E,2504,Casual Member,8,959,975,31.0,32.0
839,18093903,6.033333333333333,7009,2022-08-23 15:49:00,King St E / Jarvis St,7033.0,2022-08-23 15:55:00,Union Station,6945,Casual Member,32,949,955,31.0,31.0
840,18120647,9.25,7009,2022-08-24 15:43:00,King St E / Jarvis St,7033.0,2022-08-24 15:52:00,Union Station,3925,Casual Member,32,943,952,31.0,31.0
473,18146621,4.4,7406,2022-08-25 15:49:00,Victoria St / Queen St E,7389.0,2022-08-25 15:53:00,College Park- Gerrard Entrance,5226,Annual Member,31,949,953,31.0,31.0
465,17919739,6.183333333333334,7406,2022-08-16 15:51:00,Victoria St / Queen St E,7389.0,2022-08-16 15:57:00,College Park- Gerrard Entrance,850,Casual Member,31,951,957,31.0,31.0
387,17946854,6.316666666666666,7647,2022-08-17 15:52:00,Elm St/ University Ave (East Side),7033.0,2022-08-17 15:59:00,Union Station,2880,Annual Member,26,952,959,31.0,31.0
564,17577558,8.133333333333333,7389,2022-08-03 15:52:00,College Park- Gerrard Entrance,7033.0,2022-08-03 16:00:00,Union Station,1171,Annual Member,31,952,960,31.0,32.0
812,17752644,15.716666666666667,7066,2022-08-10 15:53:00,Willcocks St / St. George St,7033.0,2022-08-10 16:09:00,Union Station,3853,Casual Member,8,953,969,31.0,32.0
367,18094076,10.783333333333333,7033,2022-08-23 15:56:00,Union Station,7389.0,2022-08-23 16:07:00,College Park- Gerrard Entrance,2793,Casual Member,26,956,967,31.0,32.0
396,18303057,6.533333333333333,7647,2022-08-31 15:57:00,Elm St/ University Ave (East Side),7033.0,2022-08-31 16:03:00,Union Station,3000,Annual Member,26,957,963,31.0,32.0
377,17704529,8.133333333333333,7647,2022-08-08 15:50:00,Elm St/ University Ave (East Side),7033.0,2022-08-08 15:59:00,Union Station,5470,Annual Member,26,950,959,31.0,31.0
390,18147015,8.166666666666666,7647,2022-08-25 16:06:00,Elm St/ University Ave (East Side),7033.0,2022-08-25 16:14:00,Union Station,3348,Annual Member,26,966,974,32.0,32.0
535,18257300,6.15,7406,2022-08-29 16:02:00,Victoria St / Queen St E,7044.0,2022-08-29 16:09:00,Church St / Alexander St,4050,Casual Member,31,962,969,32.0,32.0
76,17838864,3.3,7389,2022-08-13 16:17:00,College Park- Gerrard Entrance,7269.0,2022-08-13 16:20:00,Toronto Eaton Centre (Yonge St),2962,Casual Member,24,977,980,32.0,32.0
799,17682761,5.516666666666667,7389,2022-08-07 16:02:00,College Park- Gerrard Entrance,7044.0,2022-08-07 16:07:00,Church St / Alexander St,6352,Annual Member,7,962,967,32.0,32.0
529,18147027,7.666666666666667,7406,2022-08-25 16:06:00,Victoria St / Queen St E,7044.0,2022-08-25 16:14:00,Church St / Alexander St,2262,Casual Member,31,966,974,32.0,32.0
391,18147018,7.733333333333333,7647,2022-08-25 16:06:00,Elm St/ University Ave (East Side),7033.0,2022-08-25 16:14:00,Union Station,1890,Annual Member,26,966,974,32.0,32.0
399,17551329,10.783333333333333,7033,2022-08-02 16:06:00,Union Station,7009.0,2022-08-02 16:17:00,King St E / Jarvis St,883,Casual Member,52,966,977,32.0,32.0
384,17920388,7.433333333333334,7647,2022-08-16 16:15:00,Elm St/ University Ave (East Side),7033.0,2022-08-16 16:22:00,Union Station,1528,Annual Member,26,975,982,32.0,32.0
153,18094374,2.65,7647,2022-08-23 16:07:00,Elm St/ University Ave (East Side),7408.0,2022-08-23 16:09:00,University Ave / Armoury St,595,Casual Member,6,967,969,32.0,32.0
527,18121310,5.783333333333333,7406,2022-08-24 16:07:00,Victoria St / Queen St E,7044.0,2022-08-24 16:13:00,Church St / Alexander St,5511,Casual Member,31,967,973,32.0,32.0
135,17807637,9.816666666666666,7066,2022-08-12 16:09:00,Willcocks St / St. George St,7044.0,2022-08-12 16:19:00,Church St / Alexander St,2418,Annual Member,7,969,979,32.0,32.0
495,18257483,6.066666666666666,7408,2022-08-29 16:09:00,University Ave / Armoury St,7033.0,2022-08-29 16:15:00,Union Station,74,Casual Member,14,969,975,32.0,32.0
393,18257486,6.95,7647,2022-08-29 16:09:00,Elm St/ University Ave (East Side),7033.0,2022-08-29 16:16:00,Union Station,5454,Annual Member,26,969,976,32.0,32.0
793,17654521,7.8,7408,2022-08-06 16:07:00,University Ave / Armoury St,7009.0,2022-08-06 16:15:00,King St E / Jarvis St,5732,Annual Member,4,967,975,32.0,32.0
170,18000384,3.0666666666666664,7269,2022-08-19 16:05:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-19 16:08:00,Victoria St / Queen St E,5012,Casual Member,18,965,968,32.0,32.0
40,17920811,12.533333333333333,7044,2022-08-16 16:29:00,Church St / Alexander St,7033.0,2022-08-16 16:42:00,Union Station,1982,Annual Member,37,989,1002,32.0,33.0
877,18277801,11.55,7408,2022-08-30 16:10:00,University Ave / Armoury St,7066.0,2022-08-30 16:22:00,Willcocks St / St. George St,3215,Casual Member,2,970,982,32.0,32.0
487,17920705,25.883333333333333,7408,2022-08-16 16:25:00,University Ave / Armoury St,7033.0,2022-08-16 16:51:00,Union Station,3357,Casual Member,14,985,1011,32.0,33.0
870,18233211,7.95,7269,2022-08-28 16:22:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-28 16:30:00,1 Market St - SMART,2637,Casual Member,8,982,990,32.0,33.0
846,18202455,4.166666666666667,7009,2022-08-27 16:18:00,King St E / Jarvis St,7033.0,2022-08-27 16:22:00,Union Station,1026,Casual Member,32,978,982,32.0,32.0
310,17683266,4.1,7044,2022-08-07 16:19:00,Church St / Alexander St,7389.0,2022-08-07 16:23:00,College Park- Gerrard Entrance,3765,Annual Member,21,979,983,32.0,32.0
376,17624511,6.6,7647,2022-08-05 16:19:00,Elm St/ University Ave (East Side),7033.0,2022-08-05 16:25:00,Union Station,1576,Annual Member,26,979,985,32.0,32.0
540,17578268,10.0,7408,2022-08-03 16:20:00,University Ave / Armoury St,7657.0,2022-08-03 16:30:00,1 Market St - SMART,4984,Annual Member,4,980,990,32.0,33.0
730,18277994,4.8,7406,2022-08-30 16:20:00,Victoria St / Queen St E,7033.0,2022-08-30 16:25:00,Union Station,2374,Annual Member,20,980,985,32.0,32.0
388,18075346,7.316666666666666,7647,2022-08-22 16:22:00,Elm St/ University Ave (East Side),7033.0,2022-08-22 16:29:00,Union Station,2796,Casual Member,26,982,989,32.0,32.0
595,17578254,10.583333333333334,7389,2022-08-03 16:19:00,College Park- Gerrard Entrance,7066.0,2022-08-03 16:30:00,Willcocks St / St. George St,1657,Annual Member,7,979,990,32.0,33.0
516,17705181,7.25,7406,2022-08-08 16:25:00,Victoria St / Queen St E,7044.0,2022-08-08 16:32:00,Church St / Alexander St,4368,Casual Member,31,985,992,32.0,33.0
380,17753555,8.05,7647,2022-08-10 16:26:00,Elm St/ University Ave (East Side),7033.0,2022-08-10 16:34:00,Union Station,1703,Casual Member,26,986,994,32.0,33.0
382,17808176,6.333333333333333,7647,2022-08-12 16:26:00,Elm St/ University Ave (East Side),7033.0,2022-08-12 16:32:00,Union Station,3322,Casual Member,26,986,992,32.0,33.0
488,17920724,25.3,7408,2022-08-16 16:26:00,University Ave / Armoury St,7033.0,2022-08-16 16:51:00,Union Station,5687,Casual Member,14,986,1011,32.0,33.0
392,18172588,6.966666666666667,7647,2022-08-26 16:28:00,Elm St/ University Ave (East Side),7033.0,2022-08-26 16:35:00,Union Station,7008,Casual Member,26,988,995,32.0,33.0
38,17895099,10.6,7044,2022-08-15 16:29:00,Church St / Alexander St,7033.0,2022-08-15 16:39:00,Union Station,3759,Annual Member,37,989,999,32.0,33.0
515,17624513,6.3,7406,2022-08-05 16:19:00,Victoria St / Queen St E,7044.0,2022-08-05 16:25:00,Church St / Alexander St,3295,Casual Member,31,979,985,32.0,32.0
889,17870542,7.633333333333333,7389,2022-08-14 16:38:00,College Park- Gerrard Entrance,7009.0,2022-08-14 16:46:00,King St E / Jarvis St,2595,Annual Member,11,998,1006,33.0,33.0
888,17870534,7.85,7389,2022-08-14 16:38:00,College Park- Gerrard Entrance,7009.0,2022-08-14 16:46:00,King St E / Jarvis St,3594,Casual Member,11,998,1006,33.0,33.0
783,17895350,12.233333333333333,7033,2022-08-15 16:37:00,Union Station,7269.0,2022-08-15 16:49:00,Toronto Eaton Centre (Yonge St),6865,Casual Member,27,997,1009,33.0,33.0
586,18147908,14.9,7389,2022-08-25 16:36:00,College Park- Gerrard Entrance,7033.0,2022-08-25 16:51:00,Union Station,3077,Annual Member,31,996,1011,33.0,33.0
21,17870226,5.833333333333333,7408,2022-08-14 16:31:00,University Ave / Armoury St,7389.0,2022-08-14 16:37:00,College Park- Gerrard Entrance,3594,Annual Member,9,991,997,33.0,33.0
672,17839447,4.516666666666667,7009,2022-08-13 16:31:00,King St E / Jarvis St,7406.0,2022-08-13 16:35:00,Victoria St / Queen St E,4252,Casual Member,10,991,995,33.0,33.0
671,17655368,8.766666666666666,7009,2022-08-06 16:31:00,King St E / Jarvis St,7406.0,2022-08-06 16:40:00,Victoria St / Queen St E,3175,Casual Member,10,991,1000,33.0,33.0
385,17921121,7.1,7647,2022-08-16 16:39:00,Elm St/ University Ave (East Side),7033.0,2022-08-16 16:46:00,Union Station,4910,Annual Member,26,999,1006,33.0,33.0
738,18172848,4.333333333333333,7647,2022-08-26 16:35:00,Elm St/ University Ave (East Side),7389.0,2022-08-26 16:40:00,College Park- Gerrard Entrance,2327,Annual Member,7,995,1000,33.0,33.0
590,18258192,11.366666666666667,7389,2022-08-29 16:36:00,College Park- Gerrard Entrance,7033.0,2022-08-29 16:47:00,Union Station,5992,Casual Member,31,996,1007,33.0,33.0
378,17705566,10.466666666666667,7647,2022-08-08 16:41:00,Elm St/ University Ave (East Side),7033.0,2022-08-08 16:51:00,Union Station,5303,Annual Member,26,1001,1011,33.0,33.0
525,18001384,7.533333333333333,7406,2022-08-19 16:39:00,Victoria St / Queen St E,7044.0,2022-08-19 16:47:00,Church St / Alexander St,2799,Casual Member,31,999,1007,33.0,33.0
352,17655753,11.766666666666666,7033,2022-08-06 16:43:00,Union Station,7389.0,2022-08-06 16:54:00,College Park- Gerrard Entrance,4146,Annual Member,26,1003,1014,33.0,33.0
790,18233931,7.3999999999999995,7033,2022-08-28 16:42:00,Union Station,7269.0,2022-08-28 16:50:00,Toronto Eaton Centre (Yonge St),1035,Annual Member,27,1002,1010,33.0,33.0
736,17974989,3.183333333333333,7647,2022-08-18 16:42:00,Elm St/ University Ave (East Side),7389.0,2022-08-18 16:45:00,College Park- Gerrard Entrance,140,Annual Member,7,1002,1005,33.0,33.0
662,18001525,8.066666666666666,7657,2022-08-19 16:43:00,1 Market St - SMART,7406.0,2022-08-19 16:52:00,Victoria St / Queen St E,7035,Casual Member,14,1003,1012,33.0,33.0
120,17781712,7.6499999999999995,7269,2022-08-11 16:41:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-11 16:49:00,Union Station,1893,Casual Member,18,1001,1009,33.0,33.0
375,17601789,8.633333333333333,7647,2022-08-04 16:45:00,Elm St/ University Ave (East Side),7033.0,2022-08-04 16:54:00,Union Station,5475,Annual Member,26,1005,1014,33.0,33.0
119,17781708,6.666666666666667,7269,2022-08-11 16:41:00,Toronto Eaton Centre (Yonge St),7033.0,2022-08-11 16:47:00,Union Station,6469,Casual Member,18,1001,1007,33.0,33.0
459,17781741,4.433333333333334,7406,2022-08-11 16:42:00,Victoria St / Queen St E,7389.0,2022-08-11 16:46:00,College Park- Gerrard Entrance,863,Annual Member,31,1002,1006,33.0,33.0
715,17705557,7.8999999999999995,7406,2022-08-08 16:41:00,Victoria St / Queen St E,7033.0,2022-08-08 16:48:00,Union Station,2334,Annual Member,20,1001,1008,33.0,33.0
634,17705668,10.95,7044,2022-08-08 16:45:00,Church St / Alexander St,7009.0,2022-08-08 16:56:00,King St E / Jarvis St,4368,Annual Member,10,1005,1016,33.0,33.0
22,17870234,5.633333333333333,7408,2022-08-14 16:31:00,University Ave / Armoury St,7389.0,2022-08-14 16:37:00,College Park- Gerrard Entrance,6476,Casual Member,9,991,997,33.0,33.0
772,17840066,9.266666666666666,7033,2022-08-13 16:46:00,Union Station,7269.0,2022-08-13 16:55:00,Toronto Eaton Centre (Yonge St),4189,Annual Member,27,1006,1015,33.0,33.0
86,18234121,5.65,7389,2022-08-28 16:48:00,College Park- Gerrard Entrance,7269.0,2022-08-28 16:54:00,Toronto Eaton Centre (Yonge St),5119,Annual Member,24,1008,1014,33.0,33.0
601,18278787,12.016666666666666,7389,2022-08-30 16:50:00,College Park- Gerrard Entrance,7066.0,2022-08-30 17:02:00,Willcocks St / St. George St,7143,Casual Member,7,1010,1022,33.0,34.0
532,18234191,8.983333333333333,7406,2022-08-28 16:50:00,Victoria St / Queen St E,7044.0,2022-08-28 16:59:00,Church St / Alexander St,5785,Casual Member,31,1010,1019,33.0,33.0
814,17921487,17.9,7066,2022-08-16 16:50:00,Willcocks St / St. George St,7033.0,2022-08-16 17:08:00,Union Station,2167,Casual Member,8,1010,1028,33.0,34.0
489,17921496,7.383333333333333,7408,2022-08-16 16:50:00,University Ave / Armoury St,7033.0,2022-08-16 16:57:00,Union Station,414,Casual Member,14,1010,1017,33.0,33.0
397,18304528,7.783333333333333,7647,2022-08-31 16:46:00,Elm St/ University Ave (East Side),7033.0,2022-08-31 16:54:00,Union Station,4578,Casual Member,26,1006,1014,33.0,33.0
709,18148309,6.433333333333334,7033,2022-08-25 16:49:00,Union Station,7406.0,2022-08-25 16:55:00,Victoria St / Queen St E,6920,Annual Member,8,1009,1015,33.0,33.0
244,18058553,3.9,7389,2022-08-21 16:50:00,College Park- Gerrard Entrance,7406.0,2022-08-21 16:54:00,Victoria St / Queen St E,5523,Annual Member,59,1010,1014,33.0,33.0
394,18258575,7.566666666666666,7647,2022-08-29 16:50:00,Elm St/ University Ave (East Side),7033.0,2022-08-29 16:57:00,Union Station,6348,Casual Member,26,1010,1017,33.0,33.0
328,18203800,11.066666666666666,7044,2022-08-27 16:50:00,Church St / Alexander St,7408.0,2022-08-27 17:01:00,University Ave / Armoury St,3964,Annual Member,3,1010,1021,33.0,34.0
477,18258804,5.266666666666667,7406,2022-08-29 16:57:00,Victoria St / Queen St E,7389.0,2022-08-29 17:02:00,College Park- Gerrard Entrance,2981,Annual Member,31,1017,1022,33.0,34.0
389,18122544,9.4,7647,2022-08-24 16:46:00,Elm St/ University Ave (East Side),7033.0,2022-08-24 16:55:00,Union Station,5598,Casual Member,26,1006,1015,33.0,33.0
868,18001815,11.1,7269,2022-08-19 16:54:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-19 17:05:00,1 Market St - SMART,25,Casual Member,8,1014,1025,33.0,34.0
109,18095854,3.6999999999999997,7269,2022-08-23 16:54:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-23 16:58:00,College Park- Gerrard Entrance,1839,Annual Member,23,1014,1018,33.0,33.0
773,17840572,15.666666666666666,7033,2022-08-13 16:59:00,Union Station,7269.0,2022-08-13 17:15:00,Toronto Eaton Centre (Yonge St),1354,Casual Member,27,1019,1035,33.0,34.0
171,18001942,10.4,7269,2022-08-19 16:58:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-19 17:08:00,Victoria St / Queen St E,3207,Casual Member,18,1018,1028,33.0,34.0
