,Trip Id,Trip_Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type,NumOfTrips,Start Time (minutes),End Time (minutes),Start Time (per 30min),End Time (per 30min)
499,17884708,5.983333333333333,7389,2022-08-15 08:00:00,College Park- Gerrard Entrance,7408.0,2022-08-15 08:06:00,University Ave / Armoury St,4704,Casual Member,12,480,486,16.0,16.0
866,17796923,25.433333333333334,7269,2022-08-12 08:03:00,Toronto Eaton Centre (Yonge St),7657.0,2022-08-12 08:28:00,1 Market St - SMART,7119,Casual Member,8,483,508,16.0,16.0
504,18161454,6.416666666666667,7389,2022-08-26 08:04:00,College Park- Gerrard Entrance,7408.0,2022-08-26 08:10:00,University Ave / Armoury St,7004,Casual Member,12,484,490,16.0,16.0
205,18084670,16.35,7044,2022-08-23 08:05:00,Church St / Alexander St,7406.0,2022-08-23 08:21:00,Victoria St / Queen St E,976,Casual Member,38,485,501,16.0,16.0
372,18292818,8.45,7033,2022-08-31 08:05:00,Union Station,7389.0,2022-08-31 08:13:00,College Park- Gerrard Entrance,5889,Casual Member,26,485,493,16.0,16.0
623,17592426,9.65,7269,2022-08-04 08:06:00,Toronto Eaton Centre (Yonge St),7066.0,2022-08-04 08:16:00,Willcocks St / St. George St,6790,Annual Member,6,486,496,16.0,16.0
480,18292880,5.933333333333334,7406,2022-08-31 08:07:00,Victoria St / Queen St E,7389.0,2022-08-31 08:13:00,College Park- Gerrard Entrance,6280,Annual Member,31,487,493,16.0,16.0
755,18272134,4.566666666666666,7406,2022-08-30 08:16:00,Victoria St / Queen St E,7009.0,2022-08-30 08:20:00,King St E / Jarvis St,5899,Casual Member,17,496,500,16.0,16.0
296,18085239,8.2,7033,2022-08-23 08:27:00,Union Station,7647.0,2022-08-23 08:35:00,Elm St/ University Ave (East Side),29,Annual Member,29,507,515,16.0,17.0
563,18272174,9.216666666666667,7408,2022-08-30 08:18:00,University Ave / Armoury St,7406.0,2022-08-30 08:27:00,Victoria St / Queen St E,6363,Casual Member,3,498,507,16.0,16.0
294,18069720,7.966666666666667,7033,2022-08-22 08:19:00,Union Station,7647.0,2022-08-22 08:27:00,Elm St/ University Ave (East Side),603,Casual Member,29,499,507,16.0,16.0
862,18188550,4.516666666666667,7657,2022-08-27 08:19:00,1 Market St - SMART,7033.0,2022-08-27 08:24:00,Union Station,2700,Casual Member,5,499,504,16.0,16.0
861,18138444,7.35,7657,2022-08-25 08:21:00,1 Market St - SMART,7033.0,2022-08-25 08:28:00,Union Station,2178,Annual Member,5,501,508,16.0,16.0
299,18248657,8.966666666666667,7033,2022-08-29 08:23:00,Union Station,7647.0,2022-08-29 08:32:00,Elm St/ University Ave (East Side),4498,Annual Member,29,503,512,16.0,17.0
282,17717012,11.933333333333334,7033,2022-08-09 08:24:00,Union Station,7647.0,2022-08-09 08:36:00,Elm St/ University Ave (East Side),2202,Annual Member,29,504,516,16.0,17.0
646,17964382,16.633333333333333,7657,2022-08-18 08:26:00,1 Market St - SMART,7647.0,2022-08-18 08:42:00,Elm St/ University Ave (East Side),5658,Annual Member,11,506,522,16.0,17.0
727,18220563,7.3,7406,2022-08-28 08:18:00,Victoria St / Queen St E,7033.0,2022-08-28 08:25:00,Union Station,5137,Annual Member,20,498,505,16.0,16.0
642,17770290,11.416666666666666,7657,2022-08-11 08:16:00,1 Market St - SMART,7647.0,2022-08-11 08:28:00,Elm St/ University Ave (East Side),6618,Annual Member,11,496,508,16.0,16.0
701,17965275,8.45,7044,2022-08-18 08:50:00,Church St / Alexander St,7066.0,2022-08-18 08:59:00,Willcocks St / St. George St,890,Annual Member,5,530,539,17.0,17.0
287,17885489,6.316666666666666,7033,2022-08-15 08:31:00,Union Station,7647.0,2022-08-15 08:38:00,Elm St/ University Ave (East Side),3309,Annual Member,29,511,518,17.0,17.0
641,17743587,14.683333333333334,7657,2022-08-10 08:34:00,1 Market St - SMART,7647.0,2022-08-10 08:48:00,Elm St/ University Ave (East Side),5414,Annual Member,11,514,528,17.0,17.0
63,18272659,12.133333333333333,7044,2022-08-30 08:41:00,Church St / Alexander St,7033.0,2022-08-30 08:53:00,Union Station,6420,Annual Member,37,521,533,17.0,17.0
213,18162089,8.1,7044,2022-08-26 08:36:00,Church St / Alexander St,7406.0,2022-08-26 08:44:00,Victoria St / Queen St E,5548,Casual Member,38,516,524,17.0,17.0
649,18112457,13.483333333333333,7657,2022-08-24 08:48:00,1 Market St - SMART,7647.0,2022-08-24 09:02:00,Elm St/ University Ave (East Side),5104,Annual Member,11,528,542,17.0,18.0
362,17885828,9.983333333333333,7033,2022-08-15 08:43:00,Union Station,7389.0,2022-08-15 08:53:00,College Park- Gerrard Entrance,1550,Casual Member,26,523,533,17.0,17.0
648,18112355,14.533333333333333,7657,2022-08-24 08:46:00,1 Market St - SMART,7647.0,2022-08-24 09:00:00,Elm St/ University Ave (East Side),6378,Casual Member,11,526,540,17.0,18.0
285,17797934,9.816666666666666,7033,2022-08-12 08:50:00,Union Station,7647.0,2022-08-12 09:00:00,Elm St/ University Ave (East Side),7021,Casual Member,29,530,540,17.0,18.0
283,17744156,9.666666666666666,7033,2022-08-10 08:49:00,Union Station,7647.0,2022-08-10 08:59:00,Elm St/ University Ave (East Side),1703,Casual Member,29,529,539,17.0,17.0
361,17885792,11.183333333333334,7033,2022-08-15 08:42:00,Union Station,7389.0,2022-08-15 08:53:00,College Park- Gerrard Entrance,530,Casual Member,26,522,533,17.0,17.0
858,17771088,5.4,7657,2022-08-11 08:43:00,1 Market St - SMART,7033.0,2022-08-11 08:48:00,Union Station,1118,Annual Member,5,523,528,17.0,17.0
277,17593847,8.0,7033,2022-08-04 08:55:00,Union Station,7647.0,2022-08-04 09:03:00,Elm St/ University Ave (East Side),1489,Annual Member,29,535,543,17.0,18.0
410,17797626,6.816666666666666,7033,2022-08-12 08:38:00,Union Station,7009.0,2022-08-12 08:44:00,King St E / Jarvis St,5067,Annual Member,52,518,524,17.0,17.0
297,18112672,9.05,7033,2022-08-24 08:55:00,Union Station,7647.0,2022-08-24 09:04:00,Elm St/ University Ave (East Side),2898,Casual Member,29,535,544,17.0,18.0
288,17886045,8.716666666666667,7033,2022-08-15 08:50:00,Union Station,7647.0,2022-08-15 08:59:00,Elm St/ University Ave (East Side),2727,Casual Member,29,530,539,17.0,17.0
293,17990788,8.283333333333333,7033,2022-08-19 08:53:00,Union Station,7647.0,2022-08-19 09:01:00,Elm St/ University Ave (East Side),2323,Casual Member,29,533,541,17.0,18.0
302,18294400,9.733333333333333,7033,2022-08-31 08:54:00,Union Station,7647.0,2022-08-31 09:04:00,Elm St/ University Ave (East Side),4049,Casual Member,29,534,544,17.0,18.0
279,17615058,8.816666666666666,7033,2022-08-05 08:55:00,Union Station,7647.0,2022-08-05 09:04:00,Elm St/ University Ave (East Side),5971,Annual Member,29,535,544,17.0,18.0
280,17698431,8.716666666666667,7033,2022-08-08 08:55:00,Union Station,7647.0,2022-08-08 09:04:00,Elm St/ University Ave (East Side),4450,Annual Member,29,535,544,17.0,18.0
295,18070265,9.65,7033,2022-08-22 08:54:00,Union Station,7647.0,2022-08-22 09:04:00,Elm St/ University Ave (East Side),5891,Annual Member,29,534,544,17.0,18.0
284,17771596,8.95,7033,2022-08-11 08:56:00,Union Station,7647.0,2022-08-11 09:05:00,Elm St/ University Ave (East Side),5882,Annual Member,29,536,545,17.0,18.0
878,17824893,6.783333333333333,7406,2022-08-13 08:57:00,Victoria St / Queen St E,7647.0,2022-08-13 09:04:00,Elm St/ University Ave (East Side),2679,Annual Member,4,537,544,17.0,18.0
276,17543380,8.716666666666667,7033,2022-08-02 08:52:00,Union Station,7647.0,2022-08-02 09:01:00,Elm St/ University Ave (East Side),3460,Annual Member,29,532,541,17.0,18.0
300,18249581,7.433333333333334,7033,2022-08-29 08:58:00,Union Station,7647.0,2022-08-29 09:05:00,Elm St/ University Ave (East Side),3469,Casual Member,29,538,545,17.0,18.0
290,17938903,11.366666666666667,7033,2022-08-17 08:59:00,Union Station,7647.0,2022-08-17 09:10:00,Elm St/ University Ave (East Side),3126,Casual Member,29,539,550,17.0,18.0
474,18162612,5.016666666666667,7406,2022-08-26 08:57:00,Victoria St / Queen St E,7389.0,2022-08-26 09:02:00,College Park- Gerrard Entrance,2663,Casual Member,31,537,542,17.0,18.0
234,17912378,5.233333333333333,7389,2022-08-16 09:13:00,College Park- Gerrard Entrance,7406.0,2022-08-16 09:18:00,Victoria St / Queen St E,2426,Annual Member,59,553,558,18.0,18.0
629,17594365,10.033333333333333,7044,2022-08-04 09:14:00,Church St / Alexander St,7009.0,2022-08-04 09:24:00,King St E / Jarvis St,3558,Annual Member,10,554,564,18.0,18.0
289,17912085,7.066666666666666,7033,2022-08-16 09:01:00,Union Station,7647.0,2022-08-16 09:08:00,Elm St/ University Ave (East Side),537,Casual Member,29,541,548,18.0,18.0
301,18273141,7.666666666666667,7033,2022-08-30 09:02:00,Union Station,7647.0,2022-08-30 09:10:00,Elm St/ University Ave (East Side),2529,Annual Member,29,542,550,18.0,18.0
323,18162908,3.2666666666666666,7044,2022-08-26 09:10:00,Church St / Alexander St,7389.0,2022-08-26 09:13:00,College Park- Gerrard Entrance,257,Casual Member,21,550,553,18.0,18.0
298,18162858,7.416666666666667,7033,2022-08-26 09:07:00,Union Station,7647.0,2022-08-26 09:15:00,Elm St/ University Ave (East Side),106,Casual Member,29,547,555,18.0,18.0
57,18140133,13.216666666666667,7044,2022-08-25 09:19:00,Church St / Alexander St,7033.0,2022-08-25 09:32:00,Union Station,1630,Annual Member,37,559,572,18.0,19.0
257,18140068,3.6333333333333333,7389,2022-08-25 09:15:00,College Park- Gerrard Entrance,7406.0,2022-08-25 09:18:00,Victoria St / Queen St E,5226,Casual Member,59,555,558,18.0,18.0
643,17886700,10.716666666666667,7657,2022-08-15 09:16:00,1 Market St - SMART,7647.0,2022-08-15 09:27:00,Elm St/ University Ave (East Side),3670,Annual Member,11,556,567,18.0,18.0
847,18250162,6.066666666666666,7009,2022-08-29 09:29:00,King St E / Jarvis St,7033.0,2022-08-29 09:35:00,Union Station,7209,Casual Member,32,569,575,18.0,19.0
278,17594403,10.533333333333333,7033,2022-08-04 09:15:00,Union Station,7647.0,2022-08-04 09:25:00,Elm St/ University Ave (East Side),5707,Annual Member,29,555,565,18.0,18.0
691,17857356,6.1,7033,2022-08-14 09:14:00,Union Station,7657.0,2022-08-14 09:20:00,1 Market St - SMART,4852,Annual Member,13,554,560,18.0,18.0
34,17719120,12.15,7044,2022-08-09 09:41:00,Church St / Alexander St,7033.0,2022-08-09 09:54:00,Union Station,3794,Annual Member,37,581,594,19.0,19.0
639,17594747,12.85,7657,2022-08-04 09:31:00,1 Market St - SMART,7647.0,2022-08-04 09:44:00,Elm St/ University Ave (East Side),3238,Annual Member,11,571,584,19.0,19.0
864,18163307,15.933333333333334,7033,2022-08-26 09:32:00,Union Station,7066.0,2022-08-26 09:48:00,Willcocks St / St. George St,2544,Annual Member,2,572,588,19.0,19.0
546,17570548,2.25,7657,2022-08-03 09:34:00,1 Market St - SMART,7009.0,2022-08-03 09:36:00,King St E / Jarvis St,5565,Annual Member,9,574,576,19.0,19.0
555,17570603,7.95,7009,2022-08-03 09:37:00,King St E / Jarvis St,7647.0,2022-08-03 09:45:00,Elm St/ University Ave (East Side),6626,Annual Member,3,577,585,19.0,19.0
645,17939939,13.366666666666667,7657,2022-08-17 09:40:00,1 Market St - SMART,7647.0,2022-08-17 09:54:00,Elm St/ University Ave (East Side),4469,Annual Member,11,580,594,19.0,19.0
32,17616042,10.966666666666667,7044,2022-08-05 09:45:00,Church St / Alexander St,7033.0,2022-08-05 09:56:00,Union Station,6008,Annual Member,37,585,596,19.0,19.0
702,18113901,9.833333333333334,7044,2022-08-24 09:45:00,Church St / Alexander St,7066.0,2022-08-24 09:55:00,Willcocks St / St. George St,262,Annual Member,5,585,595,19.0,19.0
573,17887254,15.733333333333333,7389,2022-08-15 09:45:00,College Park- Gerrard Entrance,7033.0,2022-08-15 10:01:00,Union Station,5526,Annual Member,31,585,601,19.0,20.0
665,18250510,9.566666666666666,7657,2022-08-29 09:49:00,1 Market St - SMART,7406.0,2022-08-29 09:58:00,Victoria St / Queen St E,3443,Casual Member,14,589,598,19.0,19.0
676,18017802,4.3,7009,2022-08-20 09:50:00,King St E / Jarvis St,7406.0,2022-08-20 09:55:00,Victoria St / Queen St E,4060,Annual Member,10,590,595,19.0,19.0
677,18189736,5.233333333333333,7009,2022-08-27 09:52:00,King St E / Jarvis St,7406.0,2022-08-27 09:57:00,Victoria St / Queen St E,4135,Annual Member,10,592,597,19.0,19.0
635,17799147,7.683333333333334,7044,2022-08-12 09:55:00,Church St / Alexander St,7009.0,2022-08-12 10:03:00,King St E / Jarvis St,539,Annual Member,10,595,603,19.0,20.0
660,17887387,8.033333333333333,7657,2022-08-15 09:54:00,1 Market St - SMART,7406.0,2022-08-15 10:02:00,Victoria St / Queen St E,5985,Casual Member,14,594,602,19.0,20.0
10,18163734,3.966666666666667,7009,2022-08-26 09:57:00,King St E / Jarvis St,7269.0,2022-08-26 10:01:00,Toronto Eaton Centre (Yonge St),7064,Annual Member,9,597,601,19.0,20.0
803,17913105,6.066666666666666,7389,2022-08-16 09:47:00,College Park- Gerrard Entrance,7044.0,2022-08-16 09:53:00,Church St / Alexander St,4869,Casual Member,7,587,593,19.0,19.0
880,18087736,6.85,7406,2022-08-23 10:14:00,Victoria St / Queen St E,7647.0,2022-08-23 10:21:00,Elm St/ University Ave (East Side),1871,Annual Member,4,614,621,20.0,20.0
753,18141018,7.8999999999999995,7406,2022-08-25 10:07:00,Victoria St / Queen St E,7009.0,2022-08-25 10:15:00,King St E / Jarvis St,1057,Casual Member,17,607,615,20.0,20.0
752,18141013,8.05,7406,2022-08-25 10:07:00,Victoria St / Queen St E,7009.0,2022-08-25 10:15:00,King St E / Jarvis St,2025,Casual Member,17,607,615,20.0,20.0
68,17571127,5.283333333333333,7389,2022-08-03 10:07:00,College Park- Gerrard Entrance,7269.0,2022-08-03 10:12:00,Toronto Eaton Centre (Yonge St),5251,Casual Member,24,607,612,20.0,20.0
698,18190055,4.283333333333333,7033,2022-08-27 10:07:00,Union Station,7657.0,2022-08-27 10:12:00,1 Market St - SMART,6188,Casual Member,13,607,612,20.0,20.0
305,17544892,4.833333333333333,7044,2022-08-02 10:09:00,Church St / Alexander St,7389.0,2022-08-02 10:14:00,College Park- Gerrard Entrance,4203,Casual Member,21,609,614,20.0,20.0
891,17992366,10.116666666666667,7389,2022-08-19 10:13:00,College Park- Gerrard Entrance,7009.0,2022-08-19 10:23:00,King St E / Jarvis St,3221,Annual Member,11,613,623,20.0,20.0
48,18087756,11.6,7044,2022-08-23 10:15:00,Church St / Alexander St,7033.0,2022-08-23 10:27:00,Union Station,1623,Annual Member,37,615,627,20.0,20.0
448,18274157,7.3999999999999995,7033,2022-08-30 10:16:00,Union Station,7009.0,2022-08-30 10:23:00,King St E / Jarvis St,3328,Casual Member,52,616,623,20.0,20.0
447,18274153,7.816666666666666,7033,2022-08-30 10:16:00,Union Station,7009.0,2022-08-30 10:24:00,King St E / Jarvis St,5763,Casual Member,52,616,624,20.0,20.0
784,17913624,8.766666666666666,7033,2022-08-16 10:20:00,Union Station,7269.0,2022-08-16 10:28:00,Toronto Eaton Centre (Yonge St),289,Casual Member,27,620,628,20.0,20.0
813,17799573,15.566666666666666,7066,2022-08-12 10:22:00,Willcocks St / St. George St,7033.0,2022-08-12 10:38:00,Union Station,6854,Annual Member,8,622,638,20.0,21.0
64,18274256,10.7,7044,2022-08-30 10:25:00,Church St / Alexander St,7033.0,2022-08-30 10:36:00,Union Station,7162,Annual Member,37,625,636,20.0,21.0
534,18251098,19.2,7406,2022-08-29 10:29:00,Victoria St / Queen St E,7044.0,2022-08-29 10:48:00,Church St / Alexander St,7058,Casual Member,31,629,648,20.0,21.0
681,17940527,5.033333333333333,7044,2022-08-17 10:14:00,Church St / Alexander St,7269.0,2022-08-17 10:19:00,Toronto Eaton Centre (Yonge St),7019,Casual Member,7,614,619,20.0,20.0
71,17673601,1.7333333333333334,7389,2022-08-07 10:42:00,College Park- Gerrard Entrance,7269.0,2022-08-07 10:44:00,Toronto Eaton Centre (Yonge St),1804,Annual Member,24,642,644,21.0,21.0
759,18018992,7.583333333333333,7269,2022-08-20 10:47:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-20 10:55:00,King St E / Jarvis St,264,Casual Member,7,647,655,21.0,21.0
898,18222387,8.416666666666666,7389,2022-08-28 10:36:00,College Park- Gerrard Entrance,7009.0,2022-08-28 10:44:00,King St E / Jarvis St,3831,Annual Member,11,636,644,21.0,21.0
4,17826642,10.55,7066,2022-08-13 10:37:00,Willcocks St / St. George St,7406.0,2022-08-13 10:48:00,Victoria St / Queen St E,3556,Annual Member,5,637,648,21.0,21.0
49,18088141,13.133333333333333,7044,2022-08-23 10:37:00,Church St / Alexander St,7033.0,2022-08-23 10:51:00,Union Station,4666,Annual Member,37,637,651,21.0,21.0
631,17644339,16.766666666666666,7044,2022-08-06 10:54:00,Church St / Alexander St,7009.0,2022-08-06 11:10:00,King St E / Jarvis St,30,Casual Member,10,654,670,21.0,22.0
796,18088223,8.983333333333333,7408,2022-08-23 10:44:00,University Ave / Armoury St,7009.0,2022-08-23 10:53:00,King St E / Jarvis St,573,Annual Member,4,644,653,21.0,21.0
565,17596142,30.0,7389,2022-08-04 10:55:00,College Park- Gerrard Entrance,7033.0,2022-08-04 11:25:00,Union Station,7211,Casual Member,31,655,685,21.0,22.0
421,17941177,6.383333333333333,7033,2022-08-17 10:57:00,Union Station,7009.0,2022-08-17 11:03:00,King St E / Jarvis St,7033,Casual Member,52,657,663,21.0,22.0
713,17644423,5.866666666666666,7406,2022-08-06 10:57:00,Victoria St / Queen St E,7033.0,2022-08-06 11:03:00,Union Station,5519,Annual Member,20,657,663,21.0,22.0
102,17800164,3.9166666666666665,7269,2022-08-12 10:59:00,Toronto Eaton Centre (Yonge St),7389.0,2022-08-12 11:03:00,College Park- Gerrard Entrance,2109,Annual Member,23,659,663,21.0,22.0
632,17644346,16.483333333333334,7044,2022-08-06 10:54:00,Church St / Alexander St,7009.0,2022-08-06 11:10:00,King St E / Jarvis St,6925,Casual Member,10,654,670,21.0,22.0
882,17826989,13.5,7657,2022-08-13 10:52:00,1 Market St - SMART,7044.0,2022-08-13 11:05:00,Church St / Alexander St,3877,Annual Member,2,652,665,21.0,22.0
59,18164918,11.416666666666666,7044,2022-08-26 11:09:00,Church St / Alexander St,7033.0,2022-08-26 11:20:00,Union Station,3001,Annual Member,37,669,680,22.0,22.0
41,17941590,11.5,7044,2022-08-17 11:25:00,Church St / Alexander St,7033.0,2022-08-17 11:37:00,Union Station,143,Annual Member,37,685,697,22.0,23.0
802,17859395,6.583333333333333,7389,2022-08-14 11:04:00,College Park- Gerrard Entrance,7044.0,2022-08-14 11:11:00,Church St / Alexander St,2867,Casual Member,7,664,671,22.0,22.0
39,17914448,11.25,7044,2022-08-16 11:20:00,Church St / Alexander St,7033.0,2022-08-16 11:31:00,Union Station,45,Annual Member,37,680,691,22.0,23.0
52,18115450,10.833333333333334,7044,2022-08-24 11:25:00,Church St / Alexander St,7033.0,2022-08-24 11:36:00,Union Station,6868,Annual Member,37,685,696,22.0,23.0
552,18115496,3.1166666666666667,7657,2022-08-24 11:29:00,1 Market St - SMART,7009.0,2022-08-24 11:32:00,King St E / Jarvis St,152,Annual Member,9,689,692,22.0,23.0
591,18274669,24.366666666666667,7389,2022-08-30 11:29:00,College Park- Gerrard Entrance,7033.0,2022-08-30 11:54:00,Union Station,3744,Casual Member,31,689,714,22.0,23.0
471,18088863,5.0,7406,2022-08-23 11:28:00,Victoria St / Queen St E,7389.0,2022-08-23 11:33:00,College Park- Gerrard Entrance,3748,Annual Member,31,688,693,22.0,23.0
50,18088759,11.166666666666666,7044,2022-08-23 11:22:00,Church St / Alexander St,7033.0,2022-08-23 11:33:00,Union Station,3026,Annual Member,37,682,693,22.0,23.0
703,18223975,28.116666666666667,7044,2022-08-28 11:41:00,Church St / Alexander St,7066.0,2022-08-28 12:09:00,Willcocks St / St. George St,1428,Annual Member,5,701,729,23.0,24.0
469,18071143,4.583333333333333,7406,2022-08-22 11:44:00,Victoria St / Queen St E,7389.0,2022-08-22 11:49:00,College Park- Gerrard Entrance,2580,Annual Member,31,704,709,23.0,23.0
791,18297203,10.716666666666667,7033,2022-08-31 11:32:00,Union Station,7269.0,2022-08-31 11:43:00,Toronto Eaton Centre (Yonge St),1075,Annual Member,27,692,703,23.0,23.0
692,17860108,9.816666666666666,7033,2022-08-14 11:30:00,Union Station,7657.0,2022-08-14 11:39:00,1 Market St - SMART,3461,Annual Member,13,690,699,23.0,23.0
879,18020724,8.083333333333334,7406,2022-08-20 11:46:00,Victoria St / Queen St E,7647.0,2022-08-20 11:54:00,Elm St/ University Ave (East Side),5835,Annual Member,4,706,714,23.0,23.0
618,18115856,4.25,7389,2022-08-24 11:49:00,College Park- Gerrard Entrance,7647.0,2022-08-24 11:53:00,Elm St/ University Ave (East Side),921,Casual Member,4,709,713,23.0,23.0
281,17700845,14.683333333333334,7033,2022-08-08 11:53:00,Union Station,7647.0,2022-08-08 12:08:00,Elm St/ University Ave (East Side),1076,Annual Member,29,713,728,23.0,24.0
558,17572706,10.466666666666667,7406,2022-08-03 11:46:00,Victoria St / Queen St E,7066.0,2022-08-03 11:57:00,Willcocks St / St. George St,4963,Annual Member,3,706,717,23.0,23.0
252,18089545,3.783333333333333,7389,2022-08-23 12:12:00,College Park- Gerrard Entrance,7406.0,2022-08-23 12:16:00,Victoria St / Queen St E,1275,Annual Member,59,732,736,24.0,24.0
53,18116337,13.383333333333333,7044,2022-08-24 12:13:00,Church St / Alexander St,7033.0,2022-08-24 12:27:00,Union Station,5110,Annual Member,37,733,747,24.0,24.0
175,17597499,7.833333333333333,7647,2022-08-04 12:17:00,Elm St/ University Ave (East Side),7066.0,2022-08-04 12:25:00,Willcocks St / St. George St,5178,Annual Member,5,737,745,24.0,24.0
254,18116391,6.5,7389,2022-08-24 12:16:00,College Park- Gerrard Entrance,7406.0,2022-08-24 12:23:00,Victoria St / Queen St E,352,Annual Member,59,736,743,24.0,24.0
797,17675592,8.2,7269,2022-08-07 12:05:00,Toronto Eaton Centre (Yonge St),7408.0,2022-08-07 12:14:00,University Ave / Armoury St,84,Annual Member,1,725,734,24.0,24.0
863,17775004,19.016666666666666,7033,2022-08-11 12:04:00,Union Station,7066.0,2022-08-11 12:23:00,Willcocks St / St. George St,4083,Annual Member,2,724,743,24.0,24.0
358,17829052,7.733333333333333,7033,2022-08-13 12:02:00,Union Station,7389.0,2022-08-13 12:10:00,College Park- Gerrard Entrance,5055,Casual Member,26,722,730,24.0,24.0
903,17968987,9.883333333333333,7647,2022-08-18 12:07:00,Elm St/ University Ave (East Side),7269.0,2022-08-18 12:17:00,Toronto Eaton Centre (Yonge St),1574,Annual Member,1,727,737,24.0,24.0
827,17915217,7.1499999999999995,7009,2022-08-16 12:10:00,King St E / Jarvis St,7033.0,2022-08-16 12:17:00,Union Station,5828,Casual Member,32,730,737,24.0,24.0
721,17861638,19.983333333333334,7406,2022-08-14 12:25:00,Victoria St / Queen St E,7033.0,2022-08-14 12:45:00,Union Station,1593,Casual Member,20,745,765,24.0,25.0
413,17861572,6.533333333333333,7033,2022-08-14 12:23:00,Union Station,7009.0,2022-08-14 12:30:00,King St E / Jarvis St,1982,Casual Member,52,743,750,24.0,25.0
566,17646904,5.883333333333333,7389,2022-08-06 12:28:00,College Park- Gerrard Entrance,7033.0,2022-08-06 12:34:00,Union Station,2386,Annual Member,31,748,754,24.0,25.0
147,18021999,5.516666666666667,7269,2022-08-20 12:25:00,Toronto Eaton Centre (Yonge St),7044.0,2022-08-20 12:31:00,Church St / Alexander St,142,Annual Member,12,745,751,24.0,25.0
885,18050743,3.35,7009,2022-08-21 12:18:00,King St E / Jarvis St,7657.0,2022-08-21 12:22:00,1 Market St - SMART,5226,Annual Member,3,738,742,24.0,24.0
547,17573284,3.5833333333333335,7657,2022-08-03 12:19:00,1 Market St - SMART,7009.0,2022-08-03 12:22:00,King St E / Jarvis St,2626,Annual Member,9,739,742,24.0,24.0
303,18298190,9.716666666666667,7033,2022-08-31 12:22:00,Union Station,7647.0,2022-08-31 12:31:00,Elm St/ University Ave (East Side),764,Annual Member,29,742,751,24.0,25.0
412,17861541,7.6499999999999995,7033,2022-08-14 12:22:00,Union Station,7009.0,2022-08-14 12:30:00,King St E / Jarvis St,954,Casual Member,52,742,750,24.0,25.0
582,18050862,8.466666666666667,7389,2022-08-21 12:22:00,College Park- Gerrard Entrance,7033.0,2022-08-21 12:31:00,Union Station,5324,Annual Member,31,742,751,24.0,25.0
757,17676681,4.516666666666667,7269,2022-08-07 12:43:00,Toronto Eaton Centre (Yonge St),7009.0,2022-08-07 12:48:00,King St E / Jarvis St,6049,Casual Member,7,763,768,25.0,25.0
668,17942811,8.95,7647,2022-08-17 12:31:00,Elm St/ University Ave (East Side),7044.0,2022-08-17 12:40:00,Church St / Alexander St,1111,Casual Member,3,751,760,25.0,25.0
66,17522800,2.933333333333333,7389,2022-08-01 12:32:00,College Park- Gerrard Entrance,7269.0,2022-08-01 12:35:00,Toronto Eaton Centre (Yonge St),639,Annual Member,24,752,755,25.0,25.0
498,17701457,7.033333333333333,7389,2022-08-08 12:32:00,College Park- Gerrard Entrance,7408.0,2022-08-08 12:39:00,University Ave / Armoury St,5723,Casual Member,12,752,759,25.0,25.0
650,17597792,10.483333333333333,7009,2022-08-04 12:33:00,King St E / Jarvis St,7389.0,2022-08-04 12:44:00,College Park- Gerrard Entrance,6999,Annual Member,2,753,764,25.0,25.0
561,17573592,4.933333333333334,7408,2022-08-03 12:34:00,University Ave / Armoury St,7406.0,2022-08-03 12:39:00,Victoria St / Queen St E,6368,Annual Member,3,754,759,25.0,25.0
24,17573702,4.05,7406,2022-08-03 12:39:00,Victoria St / Queen St E,7269.0,2022-08-03 12:43:00,Toronto Eaton Centre (Yonge St),1596,Casual Member,5,759,763,25.0,25.0
247,18071771,3.9166666666666665,7389,2022-08-22 12:38:00,College Park- Gerrard Entrance,7406.0,2022-08-22 12:42:00,Victoria St / Queen St E,3477,Annual Member,59,758,762,25.0,25.0
238,17969662,6.816666666666666,7389,2022-08-18 12:38:00,College Park- Gerrard Entrance,7406.0,2022-08-18 12:45:00,Victoria St / Queen St E,5410,Casual Member,59,758,765,25.0,25.0
661,17995315,8.566666666666666,7657,2022-08-19 12:43:00,1 Market St - SMART,7406.0,2022-08-19 12:52:00,Victoria St / Queen St E,1119,Casual Member,14,763,772,25.0,25.0
656,17748539,7.35,7657,2022-08-10 12:39:00,1 Market St - SMART,7406.0,2022-08-10 12:46:00,Victoria St / Queen St E,7165,Casual Member,14,759,766,25.0,25.0
664,18090045,9.0,7657,2022-08-23 12:39:00,1 Market St - SMART,7406.0,2022-08-23 12:48:00,Victoria St / Queen St E,4746,Casual Member,14,759,768,25.0,25.0
172,18071831,2.55,7269,2022-08-22 12:42:00,Toronto Eaton Centre (Yonge St),7406.0,2022-08-22 12:44:00,Victoria St / Queen St E,5422,Annual Member,18,762,764,25.0,25.0
537,18298461,12.1,7406,2022-08-31 12:36:00,Victoria St / Queen St E,7044.0,2022-08-31 12:48:00,Church St / Alexander St,6419,Casual Member,31,756,768,25.0,25.0
457,17748361,4.1,7406,2022-08-10 12:31:00,Victoria St / Queen St E,7389.0,2022-08-10 12:35:00,College Park- Gerrard Entrance,1307,Annual Member,31,751,755,25.0,25.0
